name,brand,categories,primaryCategories,reviews.date,reviews.text,reviews.title,processed_text,sentiment_score
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-02-10 00:00:00+00:00,this has a lot of good features to limit the amount of time and what is accessed.,great kid tablet,lot good feature limit amount time accessed,1
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-01-23 00:00:00+00:00,"product is good, light. amazing battery backup. i charge the kindle one in 4 weeks. great product for reasonable price. usb connection is easy, books are easy to download. overall, everyone must have kindle with them and this is the best product/model to start with.understandably, this is the beginner level model for people who never used kindle before. features like led lights, white paper background are not available on this model. these features are there on higher models so one cannot read it in dark without lights. but again, for this price you would not get any other good readers.if you are someone who reads in dark then i would suggest go for higher kindle models.",nice product of kindle begineers,product good light amazing battery backup charge kindle one week great product reasonable price usb connection easy book easy download overall everyone must kindle best start beginner level model people never used kindle feature like led light white paper background available model feature higher model one read dark without light price would get good someone read dark would suggest go higher kindle model,1
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2016-10-07 00:00:00+00:00,"fantastic sound from such a small speaker, excellent! not as impressed with its other potential capabilities- more difficult to set those up & get all the various apps needed to do things like get weather, order items, etc.. wish it came with more pre installed i guess.","great sound from a little speaker, that's about it",fantastic sound small speaker excellent impressed potential difficult set get various apps needed thing like get weather order item etc wish came pre installed guess,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-22 00:00:00+00:00,great item to upgrade your house. works very well.,amazon upgrade,great item upgrade house work well,1
"Fire HD 8 Tablet with Alexa, 8"" HD Display, 32 GB, Tangerine - with Special Offers",Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2017-03-07 00:00:00+00:00,nice little tablet with great features. bought one for my mom so she can read without all the weight of a big book. she also loves the nice backlight so she can be on her tablet at night without the lights on.,great little tablet,nice little tablet great feature bought one mom read without weight big book also love nice backlight tablet night without light,2
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-07 00:00:00+00:00,"good for beginners play games ,take picture and recording videos old the time",fire,good beginner play game take picture recording video old time,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-30 00:00:00+00:00,"i have never owned a tablet. wanted an i-pad like most, but couldn't afford the sticker price. this one fit my needs perfect. i mainly just use it for web surfing and streaming video. no complaints so far! i would recommend this device.",great starter tablet for someone like myself.,never owned tablet wanted like could afford sticker price one fit need perfect mainly use web surfing streaming video complaint far would recommend device,0
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2018-01-06 00:00:00+00:00,i bought this as a backup. i am currently using the same headphone.,unbeatable price,bought backup currently using headphone,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-05-05 00:00:00+00:00,whats to say.................................................it's kindlelishous!!!!!!!!!!!!!,use it every day,whats say kindlelishous,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-12-31 00:00:00+00:00,i bought this tablet for my two yr old granddaughter for christmas and she loves the games and camera. works great. glad i got it for her.,great tablet for a two yr old,bought tablet two yr old granddaughter christmas love game camera work great glad got,2
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-12-08 00:00:00+00:00,i bought this for reading/listening books. love the availability to expand the memory. now i can load movies and tons of books! :-),great tablet!!!,bought book love availability expand memory load movie ton book,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-23 00:00:00+00:00,"not much to say here. cheap, fast and very functional. i was able to install google play store and everything works perfectly. best tablet in its category. if you want something better, you better be ready to pay 3-4 times the price.",great performer,much say cheap fast functional able install google play store everything work perfectly best tablet category want something better better ready pay time price,-1
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-17 00:00:00+00:00,i brought my tube amplifier to best buy and my magnolia rep hooked it up to a pair of b&w 700 series 2 speakers. wow...it sounded like etta james was right in the room! fantastic!,awesome speakers!,brought tube amplifier best buy magnolia rep hooked pair b w series speaker wow sounded like etta james right room fantastic,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-17 00:00:00+00:00,i love my kindle.it is user friendly and there's so much more than i thought.,kindle,love user friendly much thought,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-06 00:00:00+00:00,currently setting everything up on it but so far so good.,nice,currently setting everything far good,1
"Fire HD 8 Tablet with Alexa, 8"" HD Display, 32 GB, Tangerine - with Special Offers",Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2017-05-17 00:00:00+00:00,"gets use everyday by my girlfriend who i bought it for with no complaints, also love the color. also may get one for myself.",works as intended.,get use everyday girlfriend bought complaint also love color also may get one,1
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-01-23 00:00:00+00:00,this was a purchase for christmas! great tablet to surf the web or read books on! would recommend for any age!,great tablet,purchase christmas great tablet surf web read book would recommend age,1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-20 00:00:00+00:00,easy to use no complains at all. added all the smart plugs to the skills and works perfect.,as advertised..just perfect.,easy use complains added smart plug skill work perfect,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-06-25 00:00:00+00:00,great tablet for web access and works well gaming no reason to spend more unless you need a larger screen,great tablet for the price,great tablet web access work well gaming reason spend unless need larger screen,1
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-11-15 00:00:00+00:00,i lie the size and weight for the kindle-makes it very convenient to take large books with me in digital format.,useful and practical,lie size weight convenient take large book digital format,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-08-04 00:00:00+00:00,"i like the echo show. i can view my cams, watch a movie and read the news. the camera video is slightly delayed. and i do wish it had a jack for earphones. but the sound on mine is good.",good first attempt,like echo show view cam watch movie read news camera video slightly delayed wish jack earphone sound mine good,1
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,2016-12-14 00:00:00+00:00,i bought one for my boyfriend and one for his son. it's fast and easy to use.,great tablet for normal use,bought one boyfriend one son fast easy use,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-07 00:00:00+00:00,i had a very small nano and needed to have more space for songs that are just coming out and so far i love it. didn't really need the bigger one because i have a phone that will do most of those things.,ipod nano,small nano needed space song coming far love really need bigger one phone thing,1
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2017-03-15 00:00:00+00:00,this tablet is so great for school children to play and learn on.,excellent,tablet great school child play learn,1
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-12-03 00:00:00+00:00,i've had other kindles and when my current ones storage became low i knew i wanted to purchase another one. it can be used for a variety of uses.,great product for reading.,kindles current one storage became low knew wanted purchase another one used variety us,-1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-22 00:00:00+00:00,unable to try light bulb because it would not hook to echo plus.waiting for rest of system.,unable to try the light,unable try light bulb would hook echo rest system,-1
"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",Amazon,"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics",2017-05-26 00:00:00+00:00,"i wasn't offer the warranty, but i enjoy it a lot.",great,offer warranty enjoy lot,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-06-11 00:00:00+00:00,great tablet for the price. we have a tendency to go through multiple tablets a year with the little kids. this is a great price and does everything we want for our young kids.,another table replacement!,great tablet price tendency go multiple tablet year little kid great price everything want young kid,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-27 00:00:00+00:00,i like that the tablet has child settings and time usage. very helpful in setting time limits.,girl tablet,like tablet child setting time usage helpful setting time limit,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-03 00:00:00+00:00,"this is an upgrade tablet from my first kindle fire that i purchased 5 years ago. love the larger screen the quick processing and downloads, the great hd visuals, and most importantly all of my previous pictures and music files were easily transferred/accessed by this new device. love that this fire has a front and rear camer too, my old fire only had a front facing camera. granted this is not an ipad, but i don't want or need all an ipad does. and i definitely don't want to spend hundreds of dollars on a device just because it is cool. my fire tablet does everything i need or want and it costed under $99.00. i am one satisfied and pleased customer.",perfect tablet that doesn't break the bank,upgrade tablet first kindle fire purchased year ago love larger screen quick processing downloads great hd visuals importantly previous picture music file easily new device love fire front rear camer old fire front facing camera granted ipad want need ipad definitely want spend hundred dollar device cool fire tablet everything need want costed one satisfied pleased customer,1
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2017-02-09 00:00:00+00:00,this is a nice and inexpensive tablet. great for reading on or looking up info on the internet. only downfall is you can't download some online games onto it.,amazon fire 7,nice inexpensive tablet great reading looking info internet downfall ca download online game onto,1
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-12-30 00:00:00+00:00,limited apps and a bit thicker than ipad but works,bang for the buck,limited apps bit thicker ipad work,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-30 00:00:00+00:00,"i purchased this tablet for my 10 year old son and he loves it. great for movies, games and reading books online. definetly would recommend it as a starter tablet for young children. the hard protective cover is a plus.",great tablet for young children,purchased tablet year old son love great movie game reading book online definetly would recommend starter tablet young child hard protective cover plus,2
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-01 00:00:00+00:00,i have 2 of these in my house work great i just bought 4 for christmas gifts for my family,great intercom,house work great bought christmas gift family,1
"Fire HD 8 Tablet with Alexa, 8"" HD Display, 32 GB, Tangerine - with Special Offers",Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2016-12-23 00:00:00+00:00,this product was purchased for my grandson. he had a fire 6. he however loves the hd 8. he uses it for music & gaming mostly. great electronic device.,great gaming device,product purchased grandson fire however love hd us music gaming mostly great electronic device,2
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-03 00:00:00+00:00,"i can play games, surf the internet or watch movies. i can check my e-mail or just about do anything i can do on a regular computer.i strongly recommend it.",awesome price for a great item,play game surf internet watch movie check anything regular strongly recommend,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-10 00:00:00+00:00,i purchased a kindle a few years ago and have loved the flexibility it give me. i can browse the internet without moving to my desk to get on my personal computer. i love the fact that i can continue to read my books while i travel. doctor office visits seem to just roll by more calmly now because i can ignore the office chatter and the tv selections i rather not watch. i encouraged others to make the purchase and several have done just that. this is my second purchase. love it!,great kindle,purchased kindle year ago loved flexibility give browse internet without moving desk get personal computer love fact continue read book travel doctor office visit seem roll calmly ignore office chatter tv selection rather watch encouraged others make purchase several done second purchase love,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-22 00:00:00+00:00,bought 3 of these for christmas for my family members.i⊙ve had mine for a year in my kitchen and just love it!so much you can do with it and works great with my 5 arlo pro cameras.big plus...amazon is always updating the show to do more.,love echo show,bought christmas family mine year kitchen love much work great arlo pro plus amazon always updating show,2
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-23 00:00:00+00:00,"this is my third kindle (second fire). i use it constantly primarily for reading electronic books. currently have over 350 books in kindle library. like it best when traveling as i don't have to carry a bunch of hardback books with me. anywhere i go where i know there will be a waiting line (haircut, doctor's or dentist's office) i have it with me and use it productively to read..",some improvements over my earlier version,third kindle second fire use constantly primarily reading electronic book currently book kindle library like best traveling carry bunch hardback book anywhere go know waiting line haircut doctor dentist office use productively read,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-08-01 00:00:00+00:00,"bought this kindle for my grandson, he loves it and it very easy to use",great product,bought kindle grandson love easy use,1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-22 00:00:00+00:00,"a great value and i love it, sounds great and works",love it,great value love sound great work,2
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-03 00:00:00+00:00,"purchased this to get a lighter tablet. also to update our my old tablet which had a replaceable battery. this is all around lighter ,thinner and easier to handle. hd is a good upgrade and can't beat the price for comparable tablets with same features. my wife reads on it daily and loves it. i am probably going to search for another one.we have the 8"" and i would like to try a 7"" if it were available.i like to try different size devices to see how i adjust same way with todays phones.",very happy.,purchased get lighter tablet also update old tablet replaceable battery around lighter thinner easier handle hd good upgrade ca beat price comparable tablet feature wife read daily love probably going search another would like try like try different size device see adjust way today phone,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-07 00:00:00+00:00,great learning tool for my granddaughter. she loves it.,childrens kindle,great learning tool granddaughter love,2
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-01 00:00:00+00:00,alexa with screen? love it! works perfectly with my ring doorbell.,simply great!,alexa screen love work perfectly ring doorbell,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-05-05 00:00:00+00:00,plan to buy a second a second amazon kindle for a hi e year old.,great system for my 2 year-old grandchild.,plan buy second second amazon kindle hi e year old,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-11 00:00:00+00:00,it is nice to have access to the features this offers.,enjoy alexa,nice access feature offer,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-06-16 00:00:00+00:00,it works nice. still seems like ancient techonology compared to any apple product,easy to use,work nice still seems like ancient techonology compared apple product,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-12 00:00:00+00:00,i got this for a really good price. i already had the echo dot that i was kind of unimpressed with. i love the echo show. there are so many more things to do and the sound quality is great.,echo show,got really good price already echo dot kind unimpressed love echo show many thing sound quality great,3
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-01-06 00:00:00+00:00,"this has been a very nice addition, it allows the whole family to use and enjoy it.",very nice,nice addition allows whole family use enjoy,0
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-02-23 00:00:00+00:00,"i use this every day on my commute. great battery life, no backlight but very readable with normal lighting. i like the built in dictionary. email yourself pdf or mobi files for easy transfers.",great for reading on the go,use every day commute great battery life backlight readable normal lighting like built dictionary email pdf mobi file easy transfer,1
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-19 00:00:00+00:00,"purchased the show after i picked up the echo plus, 2 dot's & a tap! this smart home system is addictive and i will be adding more soon!",echo family,purchased show picked echo plus dot tap smart home system addictive adding soon,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-11-18 00:00:00+00:00,you can do some many things and the best part apps for free on amazon underground!,great tablet,many thing best part apps free amazon underground,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-17 00:00:00+00:00,my grandson really enjoys his new kindle that he for for a christmas present.,child kindle review,grandson really enjoys new kindle christmas present,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-07-26 00:00:00+00:00,"bought a few kindles in the past but this time one of it came defective. the port was bent and it was hard to charge but still possible. comes in 4 different color. was 16gb enough space for kids, has camera, ok quality not the best but ok for pics taken by kids",came defective,bought kindles past time one came defective port bent hard charge still possible come different color enough space kid camera ok quality best ok pic taken kid,-1
